253,714,68
254,852,80
255,752,56
256,23,80
257,688,77
258,878,22
259,635,16
260,14,43
261,898,79
262,679,14
263,948,23
264,407,25
265,898,58
266,801,97
267,64,39
268,283,82
269,227,86
270,291,90
271,966,80
272,362,66
273,876,75
274,406,64
275,625,73
276,590,77
277,989,35
278,221,10
279,263,55
280,463,49
281,215,53
282,952,15
283,329,45
284,547,70
285,737,70
286,791,40
287,546,45
288,944,9
289,932,33
290,213,45
291,722,83
292,185,93
293,372,27
294,332,5
295,408,29
296,721,81
297,396,71
298,720,19
299,623,23
300,994,21
301,393,38
302,385,56
303,342,14
304,296,56
305,937,68
306,567,24
307,734,94
308,610,59
309,906,94
310,480,63
311,278,48
312,382,34
313,21,21
314,227,33
315,38,62
316,394,99
317,356,71
318,531,55
319,986,5
320,34,96
321,26,19
322,872,62
323,901,27
324,442,100
325,913,78
326,454,36
327,7,38
328,935,35
329,786,37
330,872,93
331,433,65
332,837,36
333,843,59
334,287,59
335,676,42
336,1000,22
337,316,84
338,725,63
339,827,41
340,926,21
341,353,97
342,616,29
343,332,51
344,356,77
345,23,51
346,480,32
347,70,84
348,839,37
349,639,66
350,62,89
351,698,57
352,345,14
353,969,63
354,81,73
355,562,14
356,505,61
357,476,47
358,588,64
359,16,94
360,686,47
361,16,69
362,180,73
363,681,73
364,775,60
365,425,72
366,222,22
367,944,35
368,698,90
369,997,67
370,168,40
371,548,84
372,225,85
373,207,75
374,845,88
375,223,11
376,478,7
377,111,69
378,294,8
379,146,27
380,536,12
381,406,95
382,630,20
383,646,18
384,159,10
385,453,18
386,561,54
387,783,89
388,739,8
389,311,91
390,971,73
391,375,98
392,645,8
393,664,56
394,813,97
395,290,89
396,584,89
397,214,29
398,74,78
399,282,38
400,525,7
401,753,64
402,656,5
403,200,88
404,54,31
405,725,23
406,17,88
407,843,66
408,777,37
409,759,78
410,198,36
411,659,49
412,611,91
413,434,25
414,8,90
415,911,89
416,203,40
417,923,39
418,621,23
419,785,12
420,455,13
421,235,30
422,794,65
423,475,26
424,303,72
425,841,92
426,765,50
427,990,36
428,726,35
429,98,10
430,8,7
431,417,60
432,813,96
433,258,44
434,162,83
435,943,21
436,767,32
437,827,70
438,172,79
439,907,94
440,904,85
441,258,63
442,257,10
443,901,88
444,274,67
445,372,15
446,369,71
447,582,53
448,807,67
449,830,39
450,68,31
451,336,26
452,977,5
453,946,98
454,884,74
455,436,10
456,976,35
457,729,62
458,527,27
459,286,46
460,166,82
461,118,32
462,161,70
463,941,43
464,513,40
465,455,30
466,788,62
467,92,25
468,61,76
469,976,17
470,989,9
471,386,65
472,385,12
473,584,81
474,859,65
475,492,48
476,278,43
477,629,60
478,711,33
479,754,21
480,85,6
481,726,80
482,637,48
483,653,19
484,280,18
485,482,72
486,12,54
487,847,45
488,347,57
489,927,12
490,135,57
491,719,27
492,745,48
493,454,16
494,899,66
495,363,50
496,36,31
497,781,82
498,656,72
499,15,76
500,24,36
501,741,65
502,252,26
503,65,70
504,537,16
505,451,47
506,200,95
507,476,11
508,699,97
509,411,23
510,972,29
511,758,21
512,951,72
513,772,46
514,930,84
515,847,39
516,606,5
517,605,33
518,145,21
519,343,91
520,77,83
521,931,69
522,498,99
523,282,77
524,514,50
525,571,9
526,552,8
527,350,29
528,535,75
529,142,35
530,339,63
531,266,36
532,698,74
533,746,14
534,482,53
535,148,35
536,731,41
537,293,18
538,618,18
539,1,63
540,386,86
541,782,19
542,63,45
543,964,97
544,171,42
545,34,48
546,554,100
547,625,59
548,166,54
549,573,14
550,832,78
551,281,15
552,271,94
553,689,82
554,128,69
555,769,58
556,531,68
557,72,97
558,354,24
559,473,54
560,988,30
561,328,48
562,594,29
563,353,57
564,558,65
565,813,40
566,725,26
567,203,44
568,389,59
569,514,10
570,354,82
571,123,31
572,462,15
573,215,79
574,538,86
575,473,89
576,151,80
577,420,21
578,170,79
579,429,51
580,818,72
581,170,96
582,925,9
583,405,48
584,224,50
585,156,91
586,3,83
587,247,71
588,58,40
589,746,52
590,883,13
591,950,96
592,618,22
593,533,60
594,62,11
595,858,69
596,757,23
597,326,17
598,968,89
599,217,64
600,513,40
601,979,82
602,126,32
603,858,43
604,277,32
605,529,94
606,195,38
607,544,64
608,122,51
609,554,54
610,582,32
611,660,26
612,193,30
613,725,23
614,72,72
615,365,90
616,395,80
617,689,24
618,783,32
619,115,11
620,72,40
621,439,41
622,662,42
623,817,6
624,948,16
625,917,54
626,389,16
627,470,10
628,500,44
629,304,25
630,231,96
631,365,44
632,521,77
633,146,16
634,987,73
635,537,94
636,875,88
637,753,39
638,512,89
639,193,16
640,670,33
641,712,77
642,459,50
643,45,31
644,615,83
645,699,87
646,224,85
647,878,69
648,449,7
649,941,100
650,575,73
651,394,19
652,967,35
653,875,16
654,362,22
655,266,87
656,719,72
657,675,92
658,732,74
659,613,35
660,593,7
661,632,56
662,343,52
663,732,38
664,934,33
665,693,59
666,703,5
667,97,52
668,95,84
669,177,52
670,472,66
671,65,69
672,155,32
673,130,56
674,93,7
675,625,59
676,338,12
677,575,88
678,260,10
679,549,64
680,727,7
681,150,95
682,89,74
683,199,100
684,102,91
685,73,63
686,179,30
687,919,19
688,858,25
689,846,61
690,117,70
691,559,36
692,99,11
693,506,21
694,425,43
695,147,86
696,760,15
697,43,60
698,990,51
699,476,40
700,990,61
701,92,52
702,598,70
703,956,81
704,129,8
705,504,6
706,92,100
707,635,84
708,50,13
709,938,23
710,777,20
711,146,93
712,245,98
713,515,71
714,823,16
715,574,12
716,641,51
717,16,10
718,181,93
719,730,36
720,291,8
721,163,84
722,20,41
723,888,53
724,620,41
725,530,20
726,58,59
727,231,9
728,74,95
729,574,10
730,239,19
731,707,47
732,561,20
733,981,47
734,911,32
735,279,10
736,272,15
737,719,37
738,290,17
739,391,40
740,389,30
741,648,31
742,400,43
743,424,79
744,505,12
745,701,20
746,564,88
747,866,56
748,218,52
749,157,18
750,673,24
751,387,92
752,455,40
753,410,35
754,870,10
755,395,46
756,322,63
757,648,66
758,204,13
759,561,15
760,724,34
761,225,44
762,545,14
763,661,73
764,903,60
765,713,76
766,564,76
767,747,47
768,780,41
769,347,48
770,447,88
771,120,52
772,101,40
773,816,34
774,256,89
775,314,69
776,633,74
777,876,65
778,38,15
779,471,6
780,45,84
781,554,77
782,369,50
783,487,10
784,27,57
785,580,9
786,68,17
787,998,70
788,27,42
789,762,59
790,923,74
791,118,35
792,759,11
793,83,14
794,651,53
795,910,83
796,689,94
797,836,88
798,96,35
799,473,63
800,408,50
801,332,90
802,376,54
803,466,68
804,787,61
805,35,88
806,226,72
807,440,71
808,507,41
809,538,58
810,256,25
811,557,49
812,975,58
813,587,97
814,255,23
815,866,19
816,611,10
817,344,79
818,252,17
819,751,76
820,309,55
821,966,6
822,250,12
823,647,30
824,188,69
825,921,49
826,934,68
827,625,5
828,63,87
829,286,79
830,66,61
831,947,67
832,234,72
833,592,53
834,550,29
835,31,69
836,901,47
837,443,64
838,267,88
839,213,26
840,473,33
841,115,48
842,841,13
843,797,32
844,417,57
845,545,89
846,423,48
847,21,74
848,30,80
849,360,6
850,396,21
851,288,81
852,138,16
853,884,30
854,9,64
855,803,72
856,408,64
857,749,26
858,402,79
859,809,79
860,45,83
861,624,17
862,785,53
863,888,72
864,605,95
865,611,97
866,561,96
867,922,55
868,683,95
869,593,82
870,326,22
871,513,99
872,488,93
873,169,91
874,742,72
875,434,41
876,11,73
877,999,14
878,296,22
879,525,76
880,323,21
881,847,93
882,908,78
883,687,23
884,88,51
885,701,23
886,604,43
887,438,37
888,57,13
889,378,38
890,543,5
891,222,26
892,83,27
893,285,41
894,574,28
895,936,56
896,526,19
897,152,58
898,481,47
899,800,74
900,641,79
901,713,77
902,344,100
903,833,24
904,65,81
905,556,20
906,796,80
907,276,58
908,767,85
909,106,37
910,494,20
911,443,35
912,158,79
913,287,92
914,102,58
915,238,20
916,507,12
917,757,31
918,738,84
919,341,71
920,548,36
921,14,8
922,453,50
923,61,19
924,545,70
925,104,83
926,238,23
927,287,19
928,639,47
929,400,68
930,359,90
931,387,50
932,252,29
933,820,96
934,367,36
935,485,36
936,306,59
937,321,49
938,751,15
939,944,41
940,828,71
941,177,98
942,338,70
943,207,48
944,488,20
945,889,96
946,66,93
947,725,79
948,493,78
949,315,13
950,259,60
951,838,11
952,226,59
953,376,6
954,292,28
955,907,38
956,25,31
957,537,46
958,494,82
959,965,32
960,564,69
961,923,21
962,586,69
963,590,87
964,156,30
965,981,10
966,687,50
967,650,95
968,727,90
969,125,65
970,35,50
971,347,81
972,802,26
973,382,81
974,167,13
975,432,82
976,908,15
977,847,50
978,573,5
979,954,24
980,783,69
981,402,38
982,852,19
983,875,52
984,120,80
985,455,7
986,918,23
987,835,90
988,537,98
989,902,53
990,842,8
991,638,72
992,721,52
993,748,20
994,446,89
995,177,41
996,741,97
997,41,86
998,828,13
999,807,96
1000,135,58
